ITEM_NAME,ITEM_TYPE,ITEM_PRESENTATION_TYPE,ITEM_SECTION,ITEM_PARENT_ID,ITEM_STEM,ITEM_MEMBER,SCALE_OPTIONS,SurveyAdminYear2023,QuestionText.2023,SurveyAdminYear2021,QuestionText.2021,SurveyAdminYear2022,QuestionText.2022,SurveyAdminYear2024,QuestionText.2024
POST_JOB_PREP,Interval Scale,matrix,Post-Graduate Career Plans,69,Please indicate your level of agreement or disagreement with each of the following statements (about job search),I'm prepared for the job search process,agree3,2023,Please indicate your level of agreement or disagreement with each of the following statements. - I'm prepared for the job search process,2021,Please indicate your level of agreement or disagreement with each of the following statements. - I'm prepared for the job search process,2022,Please rate your level of agreement with each of the following statements. - I'm prepared for the job search process,2024,Please indicate your level of agreement or disagreement with each of the following statements. - I'm prepared for the job search process
POST_JOB_FIE,Interval Scale,matrix,Post-Graduate Career Plans,69,Please indicate your level of agreement or disagreement with each of the following statements (about job search),My post-graduation career will be in the same or similar field as my graduate studies,agree3,2023,Please indicate your level of agreement or disagreement with each of the following statements. - My post-graduation career will be in the same or similar field as my graduate studies,2021,Please indicate your level of agreement or disagreement with each of the following statements. - My post-graduation career will be in the same or similar field as my graduate studies,2022,Please rate your level of agreement with each of the following statements. - My post-graduation career will be in the same or similar field as my graduate studies,2024,Please indicate your level of agreement or disagreement with each of the following statements. - My post-graduation career will be in the same or similar field as my graduate studies
PRE_RSCH_PTP_PRG,Ratio Scale,matrix,"Background & Quality of Program, Faculty, & Curriculum",0,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.","Participated in a research program, such as Amgen, McNair, UCLEADS, MSRIP, UC-HBCU, SPUR, SURF, Cal-Bridge",yesno2,2023,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Participated in a research program, such as Amgen, McNair, UCLEADS, MSRIP, UC-HBCU, SPUR, SURF, Cal-Bridge, or a similar effort at UC or another institution",2021,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Participated in a research program, such as Amgen, McNair, UCLEADS, MSRIP, UC-HBCU, SPUR, SURF, Cal-Bridge",NA,NA,NA,NA
PRE_RSCH_AST_RSCH,Ratio Scale,matrix,"Background & Quality of Program, Faculty, & Curriculum",0,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.",Assisted faculty in conducting research,yesno2,2023,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Assisted faculty in conducting research",2021,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Assisted faculty in conducting research",NA,NA,NA,NA
PRE_RSCH_AST_CP,Ratio Scale,matrix,"Background & Quality of Program, Faculty, & Curriculum",0,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.",Assisted faculty with their creative project,yesno2,2023,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Assisted faculty with their creative project",2021,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Assisted faculty with their creative project",NA,NA,NA,NA
PRE_RSCH_OUT_CW,Ratio Scale,matrix,"Background & Quality of Program, Faculty, & Curriculum",0,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.",Conducted own research or creative project outside of your regular coursework under the guidance or supervision of a faculty member,yesno2,2023,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Conducted own research or creative project outside of your regular coursework under the guidance or supervision of a faculty member",2021,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Conducted own research or creative project outside of your regular coursework under the guidance or supervision of a faculty member",NA,NA,NA,NA
PRE_RSCH_OWN_RSCH,Ratio Scale,matrix,"Background & Quality of Program, Faculty, & Curriculum",0,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.",Conducted own research or creative project outside of your regular coursework without the guidance or supervision of a faculty member,yesno2,2023,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Conducted own research or creative project outside of your regular coursework without the guidance or supervision of a faculty member",2021,"Indicate the following scholarship, research, and creative activities that you completed during your undergraduate education.



A research project refers to original projects in any discipline or field of study and may include critical analysis of primary or secondary sources, scientific investigations, and developing and testing systems/tools. A creative project refers to original projects in any discipline or field of study and may include design of various media forms, performance arts, marketing campaign, and curating an exhibit. - Conducted own research or creative project outside of your regular coursework without the guidance or supervision of a faculty member",NA,NA,NA,NA
RUCGENID2021,Single Select,standalone,Demographics,NA,What is your gender identity?,Selected Choice,NA,2023,What is your gender identity? - Selected Choice,2021,What is your current gender identity? - Selected Choice,NA,NA,NA,NA
RUCGENID2021_TEXT,Open Text,NA,Demographics,NA,What is your gender identity?,Prefer to self-describe:,NA,2023,What is your gender identity? - Prefer to self-describe: - Text,2021,"What is your current gender identity? - Not listed above, please specify: - Text",NA,NA,NA,NA
RUCTRNSID,Single Select,standalone,Demographics,NA,Do you consider yourself to be transgender?,NA,NA,2023,Do you consider yourself to be transgender?,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_BSXL,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Bisexual,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Bisexual,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_GYLSBN,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Gay or lesbian,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Gay or lesbian,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_HTRSXL,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Heterosexual or straight,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Heterosexual or straight,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_PNSXL,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Pansexual,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Pansexual,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_QUEER,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Queer,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Queer,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_QSTNG,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Questioning,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Questioning,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_ASXL,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Asexual,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Asexual,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_PSDCBR,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Prefer to self-describe:,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Prefer to self-describe:,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_PNTANSW,Multi Select,selectallthatapply,Demographics,37,What is your current sexual orientation? Select all that apply.,Prefer not to answer,NA,2023,What is your current sexual orientation? Select all that apply. - Selected Choice - Prefer not to answer,NA,NA,NA,NA,NA,NA
RUCSEXORE2021_PSDCBR_TEXT,Open Text,NA,Demographics,NA,What is your current sexual orientation? Select all that apply.,Prefer to self-describe:,NA,2023,What is your current sexual orientation? Select all that apply. - Prefer to self-describe: - Text,2021,"What is your current sexual orientation? - Not listed above, please specify: - Text",NA,NA,NA,NA
DEM_PARENT_ED1,Ratio Scale,matrix,Demographics,76,Please indicate the highest level of education for each of your parents or guardians.,Parent 1 or Legal Guardian 1,edlevel1,2023,Please indicate the highest level of education for each of your parents or guardians. - Parent 1 or Legal Guardian 1,2021,Please indicate the highest level of education for each of your parents or guardians. - Parent 1 or Legal Guardian 1,NA,NA,NA,NA
DEM_PARENT_ED2,Ratio Scale,matrix,Demographics,76,Please indicate the highest level of education for each of your parents or guardians.,Parent 2 or Legal Guardian 2,edlevel1,2023,Please indicate the highest level of education for each of your parents or guardians. - Parent 2 or Legal Guardian 2,2021,Please indicate the highest level of education for each of your parents or guardians. - Parent 2 or Legal Guardian 2,NA,NA,NA,NA
RUCMARITAL_STATUS,Single Select,standalone,Demographics,NA,What is your marital status?,NA,NA,2023,What is your marital status?,2021,What is your marital status?,NA,NA,NA,NA
DEM_MILITARY,Single Select,standalone,Demographics,NA,Are you a former or current member of the U.S. military?,NA,NA,2023,Are you a former or current member of the U.S. military?,2021,Are you a former or current member of the U.S. military?,NA,NA,NA,NA
RUCNODIS,Multi Select,selectallthatapply,Demographics,39,"Do you have any conditions or disabilities that significantly affect your experience as a student at UC Berkeley, including how you learn or perform academically, interact with others, or access the campus? Please select all that apply.",I do not have any disabilities or conditions,NA,2023,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - I do not have any disabilities or conditions",2021,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - I do not have any disabilities or conditions",NA,NA,NA,NA
RUCPHYDIS,Multi Select,selectallthatapply,Demographics,39,"Do you have any conditions or disabilities that significantly affect your experience as a student at UC Berkeley, including how you learn or perform academically, interact with others, or access the campus? Please select all that apply.","Physical disability or condition (e.g., mobility limitation, sensory condition)",NA,2023,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Physical disability or condition (e.g., mobility limitation, sensory condition)",2021,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Physical disability or condition (e.g., mobility limitation, sensory condition)",NA,NA,NA,NA
RUCLRNDIS,Multi Select,selectallthatapply,Demographics,39,"Do you have any conditions or disabilities that significantly affect your experience as a student at UC Berkeley, including how you learn or perform academically, interact with others, or access the campus? Please select all that apply.","Learning disability or condition (e.g., dyslexia, speech disorder)",NA,2023,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Learning disability or condition (e.g., dyslexia, speech disorder)",2021,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Learning disability or condition (e.g., dyslexia, speech disorder)",NA,NA,NA,NA
RUCNEURO,Multi Select,selectallthatapply,Demographics,39,"Do you have any conditions or disabilities that significantly affect your experience as a student at UC Berkeley, including how you learn or perform academically, interact with others, or access the campus? Please select all that apply.","Neurodevelopmental/cognitive disability or condition (e.g., autism, attention-deficit/hyperactivity disorder, brain injury)",NA,2023,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Neurodevelopmental/cognitive disability or condition (e.g., autism, attention-deficit/hyperactivity disorder, brain injury)",2021,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Neurodevelopmental/cognitive disability or condition (e.g., autism, attention-deficit/hyperactivity disorder, brain injury)",NA,NA,NA,NA
RUCMENTHLTH,Multi Select,selectallthatapply,Demographics,39,"Do you have any conditions or disabilities that significantly affect your experience as a student at UC Berkeley, including how you learn or perform academically, interact with others, or access the campus? Please select all that apply.","Emotional or mental health concern or condition (e.g., depression, anxiety, post-traumatic stress disorder)",NA,2023,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Emotional or mental health concern or condition (e.g., depression, anxiety, post-traumatic stress disorder)",2021,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Emotional or mental health concern or condition (e.g., depression, anxiety, post-traumatic stress disorder)",NA,NA,NA,NA
RUCCHRON,Multi Select,selectallthatapply,Demographics,39,"Do you have any conditions or disabilities that significantly affect your experience as a student at UC Berkeley, including how you learn or perform academically, interact with others, or access the campus? Please select all that apply.","Chronic health condition (e.g., cancer, diabetes, arthritis, sickle cell anemia)",NA,2023,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Chronic health condition (e.g., cancer, diabetes, arthritis, sickle cell anemia)",2021,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Chronic health condition (e.g., cancer, diabetes, arthritis, sickle cell anemia)",NA,NA,NA,NA
RUCDISOTHER,Multi Select,selectallthatapply,Demographics,39,"Do you have any conditions or disabilities that significantly affect your experience as a student at UC Berkeley, including how you learn or perform academically, interact with others, or access the campus? Please select all that apply.","Other disability or condition, please specify:",NA,2023,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Other disability or condition, please specify:",2021,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Selected Choice - Other disability or condition, please specify:",NA,NA,NA,NA
RUCDISOTHER_TEXT,Open Text,NA,Demographics,39,"Do you have any conditions or disabilities that significantly affect your experience as a student at UC Berkeley, including how you learn or perform academically, interact with others, or access the campus? Please select all that apply.","Other disability or condition, please specify:",NA,2023,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Other disability or condition, please specify: - Text",2021,"Do you have any conditions or disabilities that significantly affect your experience as a student at [Field-CAMPUS], including how you learn or perform academically, interact with others, or access the campus? Please select all that apply. - Other disability or condition, please specify: - Text",NA,NA,NA,NA
DEM_DIS_PER,Single Select,standalone,Demographics,NA,"Is your disability or condition permanent, temporary, or both?",NA,NA,2023,"Is your disability or condition permanent, temporary, or both?",2021,"Is your disability or condition permanent, temporary, or both?",NA,NA,NA,NA
DEM_DIS_ACC,Single Select,standalone,Demographics,NA,Do you currently receive accommodations from campus due to your disability or condition?,NA,NA,2023,Do you currently receive accommodations from campus due to your disability or condition?,2021,Do you currently receive accommodations from campus due to your disability or condition?,NA,NA,NA,NA
CLOS_PRIOR_FIR,Ordinal Scale,rankchoice,Closing Questions,40,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you.",First priority,NA,2023,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you. - First priority",2021,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you. - First priority",NA,NA,NA,NA
CLO_PRIOR_SEC,Ordinal Scale,rankchoice,Closing Questions,40,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you.",Second priority,NA,2023,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you. - Second priority",2021,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you. - Second priority",NA,NA,NA,NA
CLOS_PRIOR_THI,Ordinal Scale,rankchoice,Closing Questions,40,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you.",Third priority,NA,2023,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you. - Third priority",2021,"Of the topics discussed in this survey, which would you most like the University to prioritize in regard to attention and resources? Please select your top three priorities, starting with what is most important to you. - Third priority",NA,NA,NA,NA
CLOS_IMPROVE_TXT,Open Text,NA,Closing Questions,NA,"What are one or two things that your graduate program might change or add that would improve its quality
 (e.g., the curriculum, faculty mentorship, clarity of expectations, 
evaluation of student academic progress, etc.)? Please include a few 
words about how/why these improvements might help. Please use fewer than 500 characters.",NA,NA,2023,"What are one or two things that your graduate program might change or add that would improve its quality
 (e.g., the curriculum, faculty mentorship, clarity of expectations, 
evaluation of student academic progress, etc.)? Please include a few 
words about how/why these improvements might help. Please use fewer than 500 characters.",2021,"What are one or two things that your graduate program might change or add that would improve its quality
 (e.g., the curriculum, faculty mentorship, clarity of expectations, 
evaluation of student academic progress, etc.)? Please include a few 
words about how/why these improvements might help. Please use fewer than 500 characters.",NA,NA,NA,NA
CLOS_EXPER_TXT,Open Text,NA,Closing Questions,NA,What is one of the most meaningful experiences you have had at UC Berkeley? Please use fewer than 500 characters.,NA,NA,2023,What is one of the most meaningful experiences you have had at [Field-CAMPUS]? Please use fewer than 500 characters.,2021,What is one of the most meaningful experiences you have had at [Field-CAMPUS]? Please use fewer than 500 characters.,NA,NA,NA,NA
INFO_IN_Operating System,metadata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,Click to write the question text - Operating System,NA,NA
CLIM_BIAS_3,Multi Select,selectallthatapply,Program Climate,51,"Over the past 12 months, have you been on the receiving end of a significant instance of bias, discrimination or harassment by someone in your graduate program?","Yes, by a postdoc",NA,NA,NA,NA,NA,2022,"Over the past 12 months, have you been on the receiving end of a significant instance of bias, discrimination or harassment by someone in your graduate program? (Select all that apply) - Selected Choice - Yes, by a postdoc",NA,NA
HI_SLEPT_CHMH,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?",Temporarily at a hotel or motel without a permanent home to return to (not on vacation or business travel),NA,NA,NA,2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - Temporarily at a hotel or motel without a permanent home to return to (not on vacation or business travel)",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - Temporarily at a hotel or motel without a permanent home to return to (not on vacation or business travel)",NA,NA
HI_SLEPT_DAHA,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?","Temporarily in an Airbnb, HomeAway or similar without a permanent home to return to (not on vacation or business travel)",NA,NA,NA,2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - Temporarily in an Airbnb, HomeAway or similar without a permanent home to return to (not on vacation or business travel)",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - Temporarily in an Airbnb, HomeAway or similar without a permanent home to return to (not on vacation or business travel)",NA,NA
HI_SLEPT_FGHH,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?",At a group home such as a halfway house or residential program,NA,NA,NA,2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - At a group home such as a halfway house or residential program",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - At a group home such as a halfway house or residential program",NA,NA
HI_SLEPT_GTCR,Multi Select,selectallthatapply,Basic Needs,61,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to?","At a treatment center (such as detox, hospital, etc.)",NA,NA,NA,2021,"In the last 12 months, have you slept overnight in any of the following places because you didn't have a permanent home to return to? (Check all that apply) - At a treatment center (such as detox, hospital, etc.)",2022,"In the 12 months prior to the end of the semester, had you slept overnight in any of the following places because you didn’t have a permanent home to return to? (Check all that apply) - At a treatment center (such as detox, hospital, etc.)",NA,NA
HI_MOVE_TMS,Single Select,standalone,Basic Needs,NA,How many times have you moved from one residence to another in the last 12 months?,NA,NA,NA,NA,2021,"How many times have you moved from one residence to another in the last 12 months?

(Must be numeric, put 0 for none)",2022,"How many times had you moved from one residence to another in the 12 months prior to the end of the semester? (Must be numeric, put 0 for none)",NA,NA
HI_MVRSN_FND,Multi Select,selectallthatapply,Basic Needs,62,"In the last 12 months, which of the following were reasons why you moved?","Financial difficulty (couldn't afford housing or rent, raised rent)",NA,NA,NA,2021,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Financial difficulty (couldn't afford housing or rent, raised rent)",2022,"In those 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Financial difficulty (couldn’t afford housing or rent, raised rent)",NA,NA
HI_MVRSN_LDR,Multi Select,selectallthatapply,Basic Needs,62,"In the last 12 months, which of the following were reasons why you moved?","Landlord's reason (selling the property, etc.)",NA,NA,NA,2021,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Landlord's reason (selling the property, etc.)",2022,"In those 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Landlord’s reason (selling the property, etc.)",NA,NA
HI_MVRSN_LDP,Multi Select,selectallthatapply,Basic Needs,62,"In the last 12 months, which of the following were reasons why you moved?","Landlord problems (difficulty communicating, does not make timely repairs)",NA,NA,NA,2021,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Landlord problems (difficulty communicating, does not make timely repairs)",2022,"In those 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Landlord problems (difficulty communicating, does not make timely repairs)",NA,NA
HI_MVRSN_CLE,Multi Select,selectallthatapply,Basic Needs,62,"In the last 12 months, which of the following were reasons why you moved?",Contract/lease ended,NA,NA,NA,2021,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Contract/lease ended",2022,"In those 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Contract/lease ended",NA,NA
HI_MVRSN_GOW,Multi Select,selectallthatapply,Basic Needs,62,"In the last 12 months, which of the following were reasons why you moved?",Got off a waiting list and got housing,NA,NA,NA,2021,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Got off a waiting list and got housing",2022,"In those 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Got off a waiting list and got housing",NA,NA
HI_MVRSN_RMP,Multi Select,selectallthatapply,Basic Needs,62,"In the last 12 months, which of the following were reasons why you moved?","Roommate problems (noisy, dirty, etc.)",NA,NA,NA,2021,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Roommate problems (noisy, dirty, etc.)",2022,"In those 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Roommate problems (noisy, dirty, etc.)",NA,NA
HI_MVRSN_OTP,Multi Select,selectallthatapply,Basic Needs,62,"In the last 12 months, which of the following were reasons why you moved?","Other, please elaborate",NA,NA,NA,2021,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Other, please elaborate",2022,"In those 12 months, which of the following were reasons why you moved? (Check all that apply) - Selected Choice - Other, please elaborate",NA,NA
HI_MVRSN_OTP_TEXT,Open Text,NA,Basic Needs,NA,NA,NA,NA,NA,NA,2021,"In the last 12 months, which of the following were reasons why you moved? (Check all that apply) - Other, please elaborate - Text",2022,"In those 12 months, which of the following were reasons why you moved? (Check all that apply) - Other, please elaborate - Text",NA,NA
COMMENTS_ACAD,Open Text,NA,Closing Questions,NA,NA,NA,NA,NA,NA,NA,NA,2022,Comments related to experiences with your program/department or overall academic life at UC Berkeley:,NA,NA
COMMENTS_OTHER,Open Text,NA,Closing Questions,NA,NA,NA,NA,NA,NA,NA,NA,2022,Comments related to other aspects of the student experience at UC Berkeley:,NA,NA
ADV_HAVE_ADV,Single Select,standalone,Advising Experience,NA,Do you have an academic advisor?,NA,NA,NA,NA,2021,Do you have an academic advisor?,NA,NA,NA,NA
ADV_PRIMARY_MEN,Interval Scale,matrix,Advising Experience,6,My primary academic advisor...,is a real mentor to me,agree3,NA,NA,2021,My primary academic advisor... - is a real mentor to me,NA,NA,NA,NA
ADV_PRIMARY_TMF,Interval Scale,matrix,Advising Experience,6,My primary academic advisor...,treats me fairly,agree3,NA,NA,2021,My primary academic advisor... - treats me fairly,NA,NA,NA,NA
ADV_PRIMARY_RTF,Interval Scale,matrix,Advising Experience,6,My primary academic advisor...,has a reputation of treating students fairly,agree3,NA,NA,2021,My primary academic advisor... - has a reputation of treating students fairly,NA,NA,NA,NA
ADV_PRIMARY_KAG,Interval Scale,matrix,Advising Experience,6,My primary academic advisor...,keeps agreements with me,agree3,NA,NA,2021,"My primary academic advisor... - keeps agreements with me (e.g., agreements related to roles in research projects, writing assignments, and time to graduation)",NA,NA,NA,NA
ADV_PRIMARY_APD,Interval Scale,matrix,Advising Experience,6,My primary academic advisor...,is an asset to my professional development,agree3,NA,NA,2021,My primary academic advisor... - is an asset to my professional development,NA,NA,NA,NA
PRDV_PREP_CRE,Interval Scale,matrix,Professional Development and Progress to Degree,46,"How well prepared do you feel you are in the following attributes, behaviors, and skillsets?",Conducting research in an ethical manner,quality1,NA,NA,2021,"How well prepared do you feel you are in the following attributes, behaviors, and skillsets? - Conducting research in an ethical manner",NA,NA,NA,NA
PRDV_PREP_VOW,Interval Scale,matrix,Professional Development and Progress to Degree,46,"How well prepared do you feel you are in the following attributes, behaviors, and skillsets?",Valuing others' worldviews,quality1,NA,NA,2021,"How well prepared do you feel you are in the following attributes, behaviors, and skillsets? - Valuing others' worldviews",NA,NA,NA,NA
WBS_CESD_APP,Ratio Scale,matrix,Well-being and Satisfaction with University Resources,54,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with.",My appetite was poor,ratio1,NA,NA,2021,"Below is a list of some of the ways you may have felt or behaved. For each statement, please indicate how often you have felt this way recently by selecting the option you most agree with. - My appetite was poor.",NA,NA,NA,NA
